05.43.11.787526,189,login,
06.19.20.338729,189,picturestory,n,
06.19.20.353820,189,picturestory,n,
06.19.20.490530,189,picturestory,n,
06.19.20.508579,189,picturestory,n,
06.19.20.527642,189,picturestory,n,
06.19.20.542667,189,picturestory,n,
06.19.20.716489,189,picturestory,n,
06.19.20.732567,189,picturestory,n,
06.19.20.748613,189,picturestory,n,
06.19.20.762611,189,picturestory,n,
06.19.20.923978,189,picturestory,n,
06.19.20.941024,189,picturestory,n,
06.19.20.956063,189,picturestory,n,
06.19.20.971106,189,picturestory,n,
06.19.21.127024,189,picturestory,n,
06.19.21.144070,189,picturestory,n,
06.19.21.161079,189,picturestory,n,
06.19.21.177140,189,picturestory,n,
06.19.21.353016,189,picturestory,n,
06.19.21.373070,189,picturestory,n,
06.19.21.391143,189,picturestory,n,
06.19.21.408188,189,picturestory,n,
06.19.21.499405,189,picturestory,n,
06.19.21.517455,189,picturestory,n,
06.19.21.534500,189,picturestory,n,
06.19.21.551548,189,picturestory,n,
06.19.21.715129,189,picturestory,n,
06.19.21.731188,189,picturestory,n,
06.19.21.746261,189,picturestory,n,
06.19.21.763305,189,picturestory,n,
06.19.21.923088,189,picturestory,n,
06.19.21.938128,189,picturestory,n,
06.19.21.954177,189,picturestory,n,
06.19.21.972220,189,picturestory,n,
06.19.22.123468,189,picturestory,n,
06.19.22.138511,189,picturestory,n,
06.19.22.154511,189,picturestory,n,
06.19.22.170580,189,picturestory,n,
06.19.22.303884,189,picturestory,n,
06.19.22.319981,189,picturestory,n,
06.19.22.335038,189,picturestory,n,
06.19.22.349038,189,picturestory,n,
06.19.22.482109,189,picturestory,n,
06.19.22.498103,189,picturestory,n,
06.19.22.513143,189,picturestory,n,
06.19.22.529185,189,picturestory,n,
06.19.22.743087,189,picturestory,n,
06.19.22.759100,189,picturestory,n,
06.19.22.774134,189,picturestory,n,
06.19.22.789173,189,picturestory,n,
06.19.22.923613,189,picturestory,n,
06.19.22.938687,189,picturestory,n,
06.19.22.954658,189,picturestory,n,
06.19.22.969707,189,picturestory,n,
06.19.23.109656,189,picturestory,n,
06.19.23.125699,189,picturestory,n,
06.19.23.141756,189,picturestory,n,
06.19.23.156781,189,picturestory,n,
06.19.23.355910,189,picturestory,n,
06.19.23.371949,189,picturestory,n,
06.19.23.386989,189,picturestory,n,
06.19.23.403037,189,picturestory,n,
06.19.23.526339,189,picturestory,n,
06.19.23.542382,189,picturestory,n,
06.19.23.557422,189,picturestory,n,
06.19.23.572500,189,picturestory,n,
06.19.23.685503,189,picturestory,n,
06.19.23.701583,189,picturestory,n,
06.19.23.718590,189,picturestory,n,
06.19.23.734648,189,picturestory,n,
06.19.23.941123,189,picturestory,n,
06.19.23.957165,189,picturestory,n,
06.19.23.972206,189,picturestory,n,
06.19.23.987245,189,picturestory,n,
06.19.24.138296,189,picturestory,n,
06.19.24.153389,189,picturestory,n,
06.19.24.169371,189,picturestory,n,
06.19.24.184413,189,picturestory,n,
06.19.24.303136,189,picturestory,n,
06.19.24.318173,189,picturestory,n,
06.19.24.334216,189,picturestory,n,
06.19.24.348291,189,picturestory,n,
06.19.24.550573,189,picturestory,n,
06.19.24.566617,189,picturestory,n,
06.19.24.583687,189,picturestory,n,
06.19.24.598713,189,picturestory,n,
06.19.24.729329,189,picturestory,n,
06.19.24.746376,189,picturestory,n,
06.19.24.761440,189,picturestory,n,
06.19.24.777445,189,picturestory,n,
06.19.24.934013,189,picturestory,n,
06.19.24.950051,189,picturestory,n,
06.19.24.966048,189,picturestory,n,
06.19.24.982088,189,picturestory,n,
06.19.25.126372,189,picturestory,n,
06.19.25.142422,189,picturestory,n,
06.19.25.157453,189,picturestory,n,
06.19.25.172584,189,picturestory,n,
06.19.25.307980,189,picturestory,n,
06.19.25.325061,189,picturestory,n,
06.19.25.341067,189,picturestory,n,
06.19.25.356147,189,picturestory,n,
06.19.25.496519,189,picturestory,n,
06.19.25.516555,189,picturestory,n,
06.19.25.531592,189,picturestory,n,
06.19.25.547636,189,picturestory,n,
06.19.25.708225,189,picturestory,n,
06.19.25.728313,189,picturestory,n,
06.19.25.743354,189,picturestory,n,
06.19.25.759418,189,picturestory,n,
06.19.25.924330,189,picturestory,n,
06.19.25.940334,189,picturestory,n,
06.19.25.955374,189,picturestory,n,
06.19.25.971421,189,picturestory,n,
06.19.26.115705,189,picturestory,n,
06.19.26.134707,189,picturestory,n,
06.19.26.149747,189,picturestory,n,
06.19.26.166793,189,picturestory,n,
06.19.26.348079,189,picturestory,n,
06.19.26.364123,189,picturestory,n,
06.19.26.380127,189,picturestory,n,
06.19.26.395167,189,picturestory,n,
06.19.26.537081,189,picturestory,n,
06.19.26.554126,189,picturestory,n,
06.19.26.571173,189,picturestory,n,
06.19.26.587217,189,picturestory,n,
06.19.26.757291,189,picturestory,n,
06.19.26.774331,189,picturestory,n,
06.19.26.791375,189,picturestory,n,
06.19.26.809426,189,picturestory,n,
06.19.26.960520,189,picturestory,n,
06.19.26.977529,189,picturestory,n,
06.19.26.992567,189,picturestory,n,
06.19.27.007644,189,picturestory,n,
06.19.27.179590,189,picturestory,n,
06.19.27.195613,189,picturestory,n,
06.19.27.211677,189,picturestory,n,
06.19.27.227679,189,picturestory,n,
06.19.27.391915,189,picturestory,n,
06.19.27.407972,189,picturestory,n,
06.19.27.422999,189,picturestory,n,
06.19.27.438038,189,picturestory,n,
06.19.27.612437,189,picturestory,n,
06.19.27.628479,189,picturestory,n,
06.19.27.644592,189,picturestory,n,
06.19.27.660583,189,picturestory,n,
06.19.27.856630,189,picturestory,n,
06.19.27.872672,189,picturestory,n,
06.19.27.887712,189,picturestory,n,
06.19.27.902752,189,picturestory,n,
06.19.28.049122,189,picturestory,n,
06.19.28.064164,189,picturestory,n,
06.19.28.080156,189,picturestory,n,
06.19.28.095237,189,picturestory,n,
06.19.46.204792,189,crossword ,done,
06.21.15.989860,189,brainteaser ,Solve the following puzzles.,
06.21.17.323729,189,brainteaser ,,
06.21.22.109717,189,brainteaser ,,
06.21.56.204438,189,brainteaser ,,
06.22.04.379503,189,brainteaser ,,
06.22.09.039621,189,brainteaser ,,
06.22.32.323962,189,brainteaser ,,
06.22.35.730860,189,brainteaser ,,
06.22.48.299458,189,sudoku ,done,
